id,wmi_class,wmi_scope
1886,"Msft_WmiProvider_CreateInstanceEnumAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1887,"Msft_WmiProvider_CreateInstanceEnumAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1888,"Msft_WmiProvider_DeleteClassAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1889,"Msft_WmiProvider_DeleteClassAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1890,"Msft_WmiProvider_DeleteInstanceAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1891,"Msft_WmiProvider_DeleteInstanceAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1892,"Msft_WmiProvider_ExecMethodAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1893,"Msft_WmiProvider_ExecMethodAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1894,"Msft_WmiProvider_ExecQueryAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1895,"Msft_WmiProvider_ExecQueryAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1896,"Msft_WmiProvider_GetObjectAsyncEvent_Post
",\ROOT\CIMV2\ms_409
1897,"Msft_WmiProvider_GetObjectAsyncEvent_Pre
",\ROOT\CIMV2\ms_409
1898,"Msft_WmiProvider_InitializationOperationEvent
",\ROOT\CIMV2\ms_409
1899,"Msft_WmiProvider_InitializationOperationFailureEvent
",\ROOT\CIMV2\ms_409
1900,"Msft_WmiProvider_LoadOperationEvent
",\ROOT\CIMV2\ms_409
1901,"Msft_WmiProvider_LoadOperationFailureEvent
",\ROOT\CIMV2\ms_409
